Type,Bed Room,Bath Room,Floor,city,Area_ft_square,price_million
Apartment,2.0,1.0,5.0,Thingangkuun,972.0,160.0
Apartment,1.0,1.0,4.0,Thingangkuun,625.0,118.0
Apartment,1.0,1.0,4.0,Sanchaung,625.0,180.0
Apartment,2.0,1.0,1.0,Okkalappa South,972.0,273.5
Apartment,2.0,1.0,1.0,Thaketa,972.0,152.0
House,4.0,1.0,2.0,Dagon Myothit (East),1200.0,340.0
Apartment,1.0,1.0,1.0,Dagon Myothit (North),918.0,320.0
Condo,2.0,2.0,7.0,Sanchaung,2000.0,599.0
Apartment,1.0,1.0,1.0,Dagon Myothit (North),972.0,450.0
Condo,2.0,1.0,5.0,Insein,972.0,235.0
Apartment,2.0,1.0,1.0,Insein,972.0,250.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,273.0
Apartment,3.0,2.0,1.0,Yankin,864.0,250.0
House,4.0,3.0,2.0,Thingangkuun,3600.0,2800.0
House,1.0,1.0,1.0,Okkalappa South,1500.0,1200.0
Condo,3.0,2.0,1.0,Thingangkuun,1450.0,650.0
House,5.0,5.0,2.0,Okkalappa South,4800.0,6000.0
Condo,1.0,1.0,1.0,Thaketa,579.0,500.0
Apartment,2.0,1.0,1.0,Okkalappa South,972.0,275.0
Apartment,2.0,1.0,2.0,Sanchaung,975.0,280.0
Condo,2.0,2.0,1.0,Thaketa,1020.0,600.0
Apartment,1.0,1.0,4.0,Thingangkuun,1026.0,168.0
House,5.0,8.0,5.0,Lanmadaw,3136.0,15000.0
House,3.0,1.0,2.5,Thaketa,1200.0,700.0
House,2.0,3.0,3.5,Thaketa,1200.0,1350.0
House,4.0,3.0,3.0,Thaketa,1300.0,1460.0
House,3.0,4.0,2.0,Thingangkuun,2400.0,3250.0
House,3.0,2.0,2.0,Dagon Myothit (North),2400.0,1180.0
Condo,3.0,2.0,5.0,Kamaryut,1170.0,600.0
Condo,3.0,3.0,1.0,Mayangone,1260.0,1150.0
Apartment,1.0,1.0,2.0,Thingangkuun,625.0,128.0
Apartment,1.0,1.0,2.0,Thaketa,972.0,186.0
Apartment,1.0,1.0,2.0,Kamaryut,625.0,195.0
Condo,3.0,2.0,1.0,Hlaing,1400.0,950.0
Condo,3.0,3.0,6.0,Yankin,1380.0,750.0
Condo,3.0,3.0,3.0,Yankin,1250.0,650.0
Condo,1.0,1.0,6.0,Bahan,1500.0,585.0
Apartment,2.0,1.0,5.0,Okkalappa South,972.0,165.0
Apartment,1.0,1.0,1.0,Ahlon,750.0,215.0
Apartment,2.0,2.0,3.0,Dagon Myothit (North),972.0,200.0
Apartment,2.0,2.0,4.0,Dagon Myothit (South),1175.0,210.0
Apartment,2.0,1.0,8.0,Tamwe,1800.0,185.0
Condo,1.0,1.0,1.0,Kamaryut,1170.0,600.0
Apartment,4.0,2.0,4.0,Hlaing,1000.0,290.0
Apartment,3.0,1.0,4.0,Thaketa,972.0,137.0
Apartment,4.0,2.0,4.0,Hlaing,1000.0,290.0
Apartment,1.0,1.0,5.0,Thaketa,972.0,130.0
Apartment,2.0,1.0,2.0,Dagon,1125.0,400.0
House,4.0,1.0,2.0,Tamwe,1860.0,2600.0
Apartment,2.0,1.0,3.0,Thaketa,990.0,135.0
Apartment,2.0,1.0,3.0,Thingangkuun,972.0,170.0
Apartment,2.0,1.0,4.0,Okkalappa South,972.0,270.0
Apartment,2.0,2.0,2.0,Dagon Myothit (North),972.0,200.0
Apartment,3.0,2.0,4.0,Others,900.0,330.0
House,6.0,6.0,2.5,Dagon Myothit (North),4800.0,3500.0
House,3.0,4.0,2.0,Dagon Myothit (North),1320.0,890.0
Condo,2.0,2.0,6.0,Okkalappa South,918.0,345.0
Apartment,2.0,1.0,4.0,Okkalappa South,918.0,248.0
Apartment,1.0,1.0,2.0,Sanchaung,687.5,170.0
Condo,2.0,1.0,8.0,Sanchaung,1250.0,380.0
Condo,2.0,3.0,1.0,Dagon,1250.0,1650.0
House,5.0,5.0,2.0,Thingangkuun,5904.0,5500.0
Apartment,1.0,1.0,1.0,Okkalappa South,972.0,276.0
Apartment,2.0,1.0,1.0,Okkalappa South,1026.0,290.0
Condo,4.0,3.0,10.0,Botahtaung,1800.0,990.0
Apartment,2.0,1.0,3.0,Tamwe,1080.0,285.0
Apartment,1.0,1.0,5.0,Thingangkuun,715.0,95.0
Apartment,2.0,1.0,4.0,Kyeemyindaing,625.0,160.0
Apartment,4.0,3.0,0.5,Yankin,1000.0,295.0
House,3.0,2.0,2.0,Thingangkuun,1508.0,590.0
House,3.0,3.0,2.0,Thingangkuun,1325.0,700.0
House,5.0,5.0,3.0,Kamaryut,4007.0,6700.0
House,6.0,3.0,2.0,Kamaryut,3900.0,4500.0
House,5.0,5.0,2.0,Kamaryut,8400.0,12000.0
House,3.0,3.0,2.0,Dagon Myothit (East),2850.0,1050.0
House,3.0,3.0,2.0,Dagon Myothit (East),2850.0,1050.0
House,3.0,2.0,1.0,Okkalappa North,2400.0,600.0
House,2.0,2.0,1.0,Okkalappa North,2400.0,550.0
House,2.0,2.0,1.0,Dagon Myothit (East),4125.0,1800.0
House,3.0,3.0,2.0,Dagon Myothit (East),3869.0,1700.0
House,3.0,3.0,2.0,Dagon Myothit (East),3996.0,1300.0
House,3.0,3.0,2.0,Dagon Myothit (East),2850.0,1050.0
House,4.0,3.0,2.0,Mayangone,2831.0,1700.0
Condo,2.0,2.0,4.0,Kyeemyindaing,900.0,320.0
House,6.0,6.0,2.5,Dagon Myothit (North),4800.0,3500.0
Apartment,2.0,2.0,3.0,Okkalappa South,972.0,288.4
Apartment,2.0,1.0,1.0,Botahtaung,795.0,489.9
Condo,2.0,2.0,1.0,Yankin,1650.0,990.0
Condo,3.0,2.0,3.0,Thanlyin,1640.0,600.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,275.0
House,3.0,3.0,2.0,Mayangone,2400.0,2800.0
Apartment,2.0,1.0,5.0,Thingangkuun,1026.0,168.0
Apartment,2.0,1.0,3.0,Thingangkuun,972.0,145.0
House,4.0,4.0,2.5,Dagon Myothit (North),2400.0,1250.0
Condo,4.0,4.0,1.0,Lanmadaw,1439.0,1150.0
Apartment,1.0,1.0,3.0,Thingangkuun,625.0,120.0
House,6.0,6.0,2.0,Mayangone,11700.0,18000.0
House,5.0,4.0,3.0,Bahan,3600.0,12000.0
Condo,2.0,2.0,9.0,Lanmadaw,1800.0,400.0
Condo,3.0,2.0,5.0,Others,1600.0,780.0
Apartment,2.0,1.0,3.0,Kyeemyindaing,1250.0,435.0
Apartment,1.0,1.0,3.0,Mingalartaungnyunt,600.0,160.0
Condo,3.0,2.0,6.0,Sanchaung,1800.0,570.0
Condo,2.0,2.0,7.0,Sanchaung,1250.0,410.0
Apartment,2.0,1.0,1.0,Okkalappa South,972.0,225.0
Apartment,3.0,1.0,3.0,Tamwe,1200.0,185.0
Apartment,2.0,1.0,4.0,Dagon Myothit (North),935.0,340.0
Apartment,1.0,2.0,4.0,Tamwe,750.0,180.0
Apartment,2.0,1.0,5.0,Hlaing,990.0,280.0
Apartment,1.0,1.0,4.0,Tamwe,687.5,110.0
Apartment,2.0,1.0,3.0,Okkalappa North,918.0,225.0
Apartment,1.0,1.0,4.0,Tamwe,687.5,120.0
Condo,2.0,2.0,1.0,Yankin,1168.0,950.0
Condo,2.0,2.0,3.0,Hlaing,950.0,380.0
Condo,2.0,2.0,6.0,Bahan,1500.0,585.0
Apartment,2.0,1.0,1.0,Thingangkuun,990.0,220.0
Apartment,2.0,1.0,4.0,Sanchaung,935.0,220.0
Apartment,2.0,1.0,2.0,Kyeemyindaing,900.0,170.0
Apartment,1.0,1.0,2.0,Kamaryut,625.0,215.0
Apartment,2.0,1.0,0.5,Others,1620.0,3000.0
Apartment,1.0,1.0,1.0,Lanmadaw,1250.0,1000.0
Condo,3.0,3.0,1.0,Yankin,1620.0,1500.0
House,4.0,4.0,3.0,Dagon Myothit (North),1320.0,1260.0
Apartment,2.0,2.0,3.0,Tamwe,1320.0,300.0
Condo,3.0,2.0,1.0,Sanchaung,1800.0,570.0
House,10.0,8.0,3.0,Mayangone,4000.0,5000.0
Apartment,3.0,2.0,3.0,Mayangone,1650.0,300.0
Condo,3.0,3.0,1.0,Yankin,1620.0,1500.0
Condo,2.0,2.0,1.0,Hlaing,855.0,500.0
Condo,4.0,4.0,1.0,Yankin,2500.0,1850.0
House,3.0,2.0,2.0,Thingangkuun,3600.0,2200.0
House,4.0,3.0,2.5,Mayangone,1916.0,2300.0
Condo,2.0,2.0,1.0,Kamaryut,937.0,1150.0
Apartment,2.0,1.0,6.0,Thaketa,1045.0,109.0
Condo,4.0,4.0,1.0,Mayangone,1955.0,2150.0
Apartment,2.0,1.0,1.0,Okkalappa South,918.0,245.0
Apartment,2.0,1.0,1.0,Okkalappa North,918.0,225.0
House,6.0,5.0,3.0,Others,7200.0,3500.0
House,4.0,3.0,3.0,Thingangkuun,1988.0,3700.0
House,2.0,1.0,2.0,Okkalappa South,1200.0,575.0
House,4.0,2.0,2.0,Insein,4275.0,1800.0
House,4.0,3.0,2.0,Dagon Myothit (North),8100.0,3300.0
House,7.0,7.0,3.5,Kamaryut,5445.0,9500.0
Condo,3.0,3.0,1.0,Ahlon,1780.0,750.0
Condo,1.0,1.0,1.0,Yankin,450.0,470.0
Condo,2.0,2.0,1.0,Mayangone,1000.0,889.9
House,6.0,6.0,3.0,Thingangkuun,3431.0,4500.0
Condo,4.0,4.0,1.0,Ahlon,2805.0,830.0
Condo,3.0,3.0,1.0,Hlaing,1505.0,1050.0
Condo,2.0,2.0,1.0,Mayangone,1000.0,850.0
Apartment,1.0,1.0,1.0,Dagon Myothit (North),918.0,320.0
House,4.0,3.0,2.5,Mayangone,2400.0,2300.0
Apartment,1.0,1.0,1.0,Okkalappa South,972.0,250.0
Apartment,2.0,1.0,6.0,Thaketa,1026.0,135.0
Apartment,2.0,1.0,1.0,Okkalappa South,918.0,268.0
Condo,3.0,3.0,1.0,Mayangone,1870.0,1500.0
Condo,3.0,2.0,2.0,Dagon,1350.0,1200.0
House,4.0,3.0,2.0,Hlaing,110.0,4950.0
Apartment,1.0,1.0,4.0,Tamwe,650.0,140.0
Apartment,3.0,1.0,4.0,Tamwe,1375.0,280.0
Apartment,1.0,1.0,5.0,Tamwe,1050.0,180.0
House,6.0,6.0,4.0,Bahan,6316.0,2000.0
House,1.0,1.0,2.0,Dagon Myothit (East),1320.0,350.0
House,1.0,1.0,1.0,Dagon Myothit (North),2400.0,1100.0
Apartment,2.0,1.0,4.0,Okkalappa South,972.0,283.0
Condo,2.0,1.0,7.0,Botahtaung,950.0,450.0
House,3.0,2.0,1.0,Dagon Myothit (North),4015.0,3580.0
Apartment,1.0,1.0,2.0,Dawbon,715.0,135.0
Apartment,1.0,1.0,6.0,Dawbon,625.0,93.0
Apartment,1.0,1.0,4.0,Dawbon,625.0,95.0
Apartment,1.0,1.0,1.0,Dawbon,750.0,140.0
Condo,3.0,3.0,8.0,Botahtaung,1470.0,980.0
Condo,4.0,2.0,20.0,Hlaing,1505.0,1100.0
Apartment,3.0,2.0,1.0,Tamwe,1250.0,400.0
House,4.0,3.0,2.0,Yankin,4600.0,2700.0
Apartment,2.0,1.0,5.0,Tamwe,840.0,158.0
House,5.0,5.0,3.0,Yankin,3500.0,8200.0
House,4.0,4.0,2.0,Okkalappa South,2400.0,6500.0
Condo,1.0,1.0,5.0,Okkalappa South,918.0,340.0
Apartment,2.0,1.0,5.0,Okkalappa South,972.0,136.0
Condo,3.0,3.0,1.0,Yankin,1500.0,850.0
Condo,2.0,2.0,7.0,Dagon Myothit (North),972.0,340.0
Apartment,2.0,1.0,1.0,Thaketa,1045.0,210.0
Condo,2.0,2.0,1.0,Hlaing,1150.0,850.0
Apartment,3.0,3.0,4.0,Sanchaung,2000.0,590.0
House,5.0,5.0,2.0,Okkalappa South,2700.0,4200.0
Condo,2.0,2.0,5.0,Okkalappa South,918.0,425.0
House,5.0,4.0,2.5,Thingangkuun,5314.0,3999.0
Apartment,2.0,1.0,1.0,Okkalappa South,1026.0,298.0
House,4.0,4.0,2.5,Mayangone,2400.0,2300.0
House,5.0,6.0,2.0,Insein,3420.0,850.0
Condo,2.0,2.0,3.0,Thingangkuun,918.0,455.0
Condo,4.0,4.0,1.0,Yankin,2000.0,1600.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,275.0
Apartment,1.0,1.0,5.0,Sanchaung,625.0,175.0
Apartment,1.0,1.0,2.0,Kamaryut,625.0,215.0
Apartment,2.0,1.0,1.0,Okkalappa South,972.0,235.0
Condo,2.0,2.0,7.0,Lanmadaw,945.0,2.5
Condo,2.0,1.0,5.0,Dagon Myothit (North),1026.0,280.0
Apartment,2.0,1.0,2.0,Okkalappa South,972.0,230.0
Apartment,4.0,2.0,1.0,Yankin,1000.0,295.0
House,4.0,4.0,2.0,Dagon Myothit (North),2400.0,2850.0
Apartment,2.0,1.0,3.0,Thaketa,972.0,158.0
Apartment,1.0,1.0,1.0,Kamaryut,630.0,135.0
Apartment,2.0,1.0,6.0,Thaketa,972.0,135.0
Apartment,1.0,1.0,2.0,Sanchaung,625.0,195.0
Apartment,1.0,1.0,1.0,Sanchaung,750.0,275.0
Apartment,1.0,1.0,8.0,Sanchaung,825.0,155.0
Apartment,1.0,1.0,4.0,Sanchaung,1250.0,360.0
Apartment,3.0,2.0,1.0,Thingangkuun,850.0,300.0
Condo,1.0,1.0,6.0,Thanlyin,1.0,250.0
Condo,2.0,2.0,1.0,Okkalappa North,1026.0,278.0
Apartment,1.0,1.0,1.0,Tamwe,900.0,180.0
Condo,2.0,2.0,1.0,Sanchaung,1250.0,485.0
Condo,2.0,2.0,5.0,Tamwe,1375.0,650.0
Apartment,1.0,1.0,1.0,Okkalappa South,972.0,230.0
Apartment,2.0,1.0,2.0,Okkalappa South,729.0,145.0
Apartment,2.0,1.0,2.0,Okkalappa South,918.0,230.0
Apartment,2.0,1.0,1.0,Okkalappa South,864.0,260.0
Condo,2.0,2.0,5.0,Thingangkuun,1026.0,295.0
Condo,3.0,3.0,1.0,Hlaing,1505.0,1100.0
Apartment,1.0,1.0,5.0,Tamwe,900.0,100.0
Apartment,1.0,1.0,5.0,Ahlon,625.0,173.0
Condo,2.0,2.0,1.0,Bahan,2080.0,1550.0
Condo,3.0,3.0,1.0,Hlaing,1455.0,920.0
Apartment,2.0,2.0,0.5,Okkalappa South,972.0,455.0
House,3.0,2.0,2.0,Thaketa,1200.0,690.0
Condo,3.0,3.0,1.0,Okkalappa North,1680.0,450.0
Condo,3.0,3.0,1.0,Yankin,1289.0,830.0
Condo,2.0,2.0,1.0,Yankin,942.0,660.0
Apartment,1.0,1.0,6.0,Sanchaung,625.0,137.5
Apartment,2.0,1.0,5.0,Thingangkuun,625.0,143.0
Condo,2.0,2.0,6.0,Okkalappa South,918.0,345.0
Apartment,1.0,1.0,5.0,Thaketa,864.0,135.0
Condo,3.0,3.0,1.0,Kamaryut,1642.0,2200.0
Apartment,2.0,2.0,4.0,Tamwe,980.0,148.0
Apartment,1.0,1.0,2.0,Thingangkuun,625.0,138.0
Apartment,2.0,1.0,3.0,Thingangkuun,825.0,100.0
Apartment,2.0,2.0,4.0,Okkalappa South,972.0,245.0
Condo,3.0,3.0,1.0,Hlaing,2300.0,980.0
House,4.0,4.0,2.0,Mayangone,4955.0,3000.0
Condo,3.0,3.0,1.0,Mayangone,1564.0,1173.0
House,7.0,6.0,2.0,Yankin,4125.0,2700.0
Condo,2.0,2.0,1.0,Thingangkuun,2350.0,645.0
Condo,3.0,2.0,1.0,Okkalappa South,1650.0,770.0
House,4.0,3.0,2.5,Dagon Myothit (North),1200.0,900.0
Condo,2.0,2.0,1.0,Yankin,1168.0,950.0
Condo,1.0,1.0,5.0,Okkalappa South,918.0,340.0
Condo,1.0,1.0,3.0,Hlaing,950.0,360.0
Condo,2.0,2.0,8.0,Hlaing,1282.0,580.0
Condo,7.0,7.0,1.0,Yankin,2800.0,1550.0
House,5.0,5.0,2.0,Okkalappa South,2400.0,3450.0
House,3.0,2.0,1.0,Okkalappa South,2400.0,3000.0
House,5.0,1.0,2.0,Okkalappa South,5400.0,2950.0
House,3.0,2.0,1.0,Okkalappa South,2400.0,3000.0
House,2.0,1.0,2.0,Thingangkuun,2592.0,2700.0
Condo,2.0,2.0,1.0,Yankin,1500.0,1150.0
Apartment,1.0,1.0,1.0,Others,1000.0,300.0
Apartment,1.0,1.0,1.0,Yankin,850.0,190.0
Apartment,2.0,1.0,1.0,Thingangkuun,625.0,148.5
Apartment,2.0,2.0,3.0,Sanchaung,1250.0,375.0
Apartment,1.0,1.0,5.0,Kyeemyindaing,625.0,175.0
Apartment,2.0,1.0,3.0,Thingangkuun,1250.0,215.0
House,4.0,4.0,2.5,Dagon Myothit (North),2400.0,2850.0
Apartment,3.0,1.0,0.5,Thaketa,810.0,538.0
Apartment,1.0,1.0,4.0,Dawbon,625.0,84.5
Apartment,3.0,1.0,6.0,Tamwe,1200.0,330.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,285.0
Apartment,1.0,1.0,5.0,Thingangkuun,625.0,120.0
Apartment,2.0,1.0,6.0,Thingangkuun,625.0,98.0
Apartment,1.0,1.0,5.0,Thingangkuun,625.0,118.0
Apartment,2.0,1.0,1.0,Okkalappa South,972.0,230.0
House,4.0,4.0,2.0,Dagon Myothit (East),2850.0,1050.0
Condo,3.0,2.0,1.0,Yankin,1690.0,700.0
House,2.0,2.0,1.0,Okkalappa South,2400.0,3000.0
House,5.0,5.0,2.0,Okkalappa South,2400.0,3450.0
House,2.0,2.0,2.0,Thingangkuun,1325.0,700.0
House,5.0,5.0,2.0,Dagon Myothit (South),4800.0,1200.0
Condo,3.0,2.0,4.0,Okkalappa South,1500.0,580.0
Apartment,1.0,1.0,5.0,Tamwe,625.0,85.0
Apartment,2.0,1.0,1.0,Okkalappa South,972.0,360.0
Apartment,2.0,1.0,1.0,Okkalappa South,972.0,480.0
Apartment,2.0,1.0,1.0,Okkalappa South,972.0,360.0
Apartment,2.0,2.0,1.0,Okkalappa South,918.0,385.0
House,4.0,1.0,2.0,Mayangone,2400.0,2300.0
Apartment,2.0,1.0,2.0,Okkalappa South,972.0,293.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,297.0
Apartment,1.0,1.0,3.0,Sanchaung,625.0,205.0
Condo,2.0,2.0,5.0,Thaketa,1458.0,315.0
House,4.0,4.0,2.0,Thingangkuun,5476.0,6800.0
Condo,2.0,1.0,5.0,Thanlyin,710.0,330.0
Condo,2.0,2.0,6.0,Okkalappa South,1026.0,485.0
Condo,3.0,3.0,1.0,Mayangone,1506.0,1350.0
House,4.0,2.0,2.0,Dagon Myothit (South),3600.0,1350.0
House,4.0,3.0,2.0,Dagon Myothit (South),3600.0,950.0
House,4.0,3.0,2.0,Tamwe,2850.0,3400.0
House,4.0,3.0,2.0,Tamwe,2850.0,3400.0
House,3.0,3.0,2.0,Tamwe,3375.0,3500.0
House,2.0,1.0,1.0,Dagon Myothit (North),2400.0,1500.0
House,3.0,3.0,3.5,Hlaing,4903.0,2500.0
Condo,2.0,2.0,10.0,Kamaryut,987.0,1200.0
House,3.0,2.0,2.0,Yankin,1760.0,1650.0
House,5.0,5.0,2.5,Okkalappa South,2400.0,6800.0
House,6.0,5.0,2.0,Hlaing,16200.0,16200.0
House,2.0,1.0,2.0,Okkalappa South,1200.0,850.0
Condo,1.0,1.0,1.0,Yankin,517.0,585.0
House,4.0,4.0,2.5,Dagon Myothit (North),2400.0,1500.0
Condo,2.0,2.0,1.0,Thingangkuun,1053.0,530.0
Apartment,1.0,1.0,4.0,Thaketa,675.0,80.0
Apartment,2.0,1.0,1.0,Thaketa,1026.0,270.0
Apartment,1.0,1.0,4.0,Sanchaung,625.0,174.0
House,5.0,5.0,2.0,Hlaing,8056.0,10472.8
House,6.0,6.0,3.0,Bahan,1820.0,6000.0
Apartment,2.0,1.0,3.0,Thaketa,990.0,160.0
Apartment,1.0,1.0,8.0,Sanchaung,825.0,155.0
Apartment,1.0,1.0,3.0,Sanchaung,687.5,175.0
House,3.0,2.0,3.0,Lanmadaw,1200.0,4500.0
House,3.0,2.0,2.0,Dagon Myothit (South),2400.0,815.0
House,4.0,2.0,2.0,Dagon Myothit (South),3600.0,1350.0
House,4.0,5.0,2.5,Dagon Myothit (North),2400.0,1250.0
Condo,3.0,2.0,1.0,Mayangone,1080.0,300.0
Apartment,1.0,1.0,6.0,Dawbon,625.0,88.0
Apartment,2.0,1.0,8.0,Tamwe,900.0,130.0
Apartment,1.0,1.0,4.0,Tamwe,750.0,100.0
Apartment,1.0,1.0,4.0,Tamwe,75.0,135.0
Apartment,1.0,1.0,4.0,Tamwe,750.0,130.0
Apartment,2.0,1.0,2.0,Tamwe,1600.0,500.0
Condo,3.0,3.0,1.0,Mayangone,1160.0,890.0
Condo,2.0,2.0,2.0,Mayangone,1311.0,299.0
Apartment,1.0,1.0,3.0,Mayangone,625.0,95.0
Apartment,1.0,1.0,1.0,Hlaing,770.0,195.0
Condo,1.0,2.0,1.0,Tamwe,1150.0,350.0
Condo,6.0,3.0,1.0,Hlaing,2015.0,1600.0
Condo,2.0,1.0,6.0,Okkalappa South,918.0,345.0
Condo,3.0,3.0,1.0,Mayangone,1506.0,1350.0
Apartment,1.0,1.0,3.0,Thingangkuun,600.0,125.0
Apartment,1.0,1.0,3.0,Thingangkuun,625.0,125.0
House,2.0,1.0,2.0,Okkalappa South,1200.0,700.0
House,2.0,2.0,2.0,Okkalappa South,2400.0,2000.0
House,1.0,1.0,2.0,Okkalappa South,1200.0,850.0
Condo,3.0,3.0,1.0,Yankin,1298.0,830.0
House,6.0,5.0,2.0,Mayangone,6750.0,6900.0
House,3.0,1.0,2.0,Okkalappa South,1200.0,1200.0
House,1.0,1.0,2.0,Mayangone,5500.0,2250.0
Apartment,2.0,1.0,4.0,Okkalappa South,972.0,270.0
Apartment,2.0,1.0,1.0,Okkalappa South,918.0,375.0
Apartment,4.0,2.0,4.0,Hlaing,1000.0,290.0
Apartment,2.0,1.0,2.0,Okkalappa South,972.0,230.0
Apartment,2.0,1.0,2.0,Thaketa,972.0,165.0
Apartment,2.0,1.0,0.5,Okkalappa South,972.0,480.0
Condo,3.0,2.0,1.0,Mayangone,1250.0,410.0
Condo,1.0,2.0,1.0,Sanchaung,1200.0,320.0
Condo,2.0,2.0,1.0,Sanchaung,2000.0,590.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,242.0
Apartment,2.0,1.0,2.0,Okkalappa South,972.0,250.0
Apartment,2.0,1.0,2.0,Okkalappa South,972.0,249.0
Condo,2.0,2.0,4.0,Others,1000.0,380.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,252.0
Condo,3.0,2.0,3.0,Others,1260.0,480.0
Apartment,2.0,1.0,3.0,Okkalappa South,918.0,275.0
Condo,1.0,1.0,1.0,Sanchaung,1300.0,450.0
Condo,3.0,2.0,1.0,Mingalartaungnyunt,1582.0,1800.0
Apartment,1.0,1.0,3.0,Sanchaung,705.0,245.0
Apartment,2.0,1.0,1.0,Dagon Myothit (North),600.0,240.0
Apartment,1.0,1.0,0.5,Hlaing,800.0,330.0
