Type,Bed Room,Bath Room,Floor,city,Area_ft_square,price_million
Condo,4.0,4.0,3.0,Ahlon,2400.0,1000.0
House,4.0,2.0,2.0,Thingangkuun,1200.0,700.0
Apartment,3.0,1.0,6.0,Okkalappa South,999.0,169.0
Condo,2.0,2.0,1.0,Thingangkuun,1053.0,530.0
Condo,4.0,4.0,1.0,Lanmadaw,1439.0,1150.0
House,6.0,6.0,3.0,Thingangkuun,3500.0,4500.0
Condo,3.0,3.0,1.0,Bahan,2700.0,2700.0
Condo,3.0,3.0,1.0,Yankin,1306.0,780.0
Condo,4.0,4.0,1.0,Sanchaung,2000.0,1800.0
Condo,2.0,2.0,1.0,Hlaing,983.0,550.0
Condo,4.0,4.0,1.0,Ahlon,3200.0,1250.0
House,4.0,4.0,3.0,Thingangkuun,2850.0,4200.0
Condo,2.0,2.0,1.0,Sanchaung,787.0,850.0
Condo,4.0,4.0,1.0,Hlaing,4100.0,2800.0
Condo,2.0,2.0,1.0,Yankin,800.0,720.0
Condo,3.0,3.0,1.0,Yankin,1198.0,900.0
House,4.0,4.0,3.0,Bahan,2904.0,4200.0
House,3.0,3.0,2.0,Mayangone,0.08,2100.0
Condo,3.0,3.0,1.0,Hlaing,1172.0,800.0
House,6.0,6.0,2.0,Tamwe,0.23,5200.0
Apartment,2.0,1.0,1.0,Mingalartaungnyunt,600.0,220.0
Apartment,1.0,1.0,2.0,Thingangkuun,662.5,125.0
Apartment,2.0,1.0,3.0,Thingangkuun,625.0,92.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,236.0
Condo,3.0,3.0,1.0,Hlaing,1800.0,1050.0
Condo,2.0,2.0,1.0,Yankin,1250.0,1550.0
House,4.0,5.0,1.0,Dagon Myothit (North),1800.0,1260.0
House,4.0,5.0,1.0,Dagon Myothit (North),1800.0,1260.0
Apartment,2.0,2.0,1.0,Okkalappa South,990.0,159.0
Apartment,3.0,2.0,1.0,Thingangkuun,800.0,320.0
Condo,2.0,2.0,1.0,Mayangone,1026.0,520.0
House,2.0,3.0,3.0,Dagon Myothit (North),1200.0,980.0
Condo,3.0,4.0,1.0,Ahlon,1800.0,730.0
Apartment,3.0,2.0,5.0,Kamaryut,1200.0,350.0
Condo,7.0,7.0,8.0,Botahtaung,3600.0,2484.0
Apartment,2.0,2.0,3.0,Okkalappa South,990.0,210.0
Apartment,1.0,1.0,6.0,Sanchaung,600.0,149.0
Apartment,3.0,1.0,5.0,Tamwe,1081.0,180.0
Apartment,2.0,1.0,5.0,Okkalappa South,650.0,105.0
Apartment,1.0,1.0,1.0,Sanchaung,750.0,230.0
Condo,3.0,3.0,1.0,Hlaing,1734.0,1300.0
House,6.0,5.0,2.0,Ahlon,6750.0,6900.0
Condo,3.0,3.0,20.0,Bahan,1754.0,1754.0
Condo,2.0,1.0,1.0,Thingangkuun,900.0,650.0
Condo,3.0,2.0,1.0,Mingalartaungnyunt,1250.0,485.0
House,3.0,3.0,2.0,Thingangkuun,2400.0,1800.0
House,5.0,5.0,2.0,Mayangone,4400.0,2200.0
House,3.0,3.0,2.0,Mayangone,2400.0,2500.0
House,3.0,3.0,2.0,Mayangone,2400.0,1800.0
House,2.0,2.0,1.0,Mayangone,4964.0,1800.0
House,4.0,4.0,3.0,Mayangone,3000.0,1500.0
House,3.0,3.0,2.0,Thingangkuun,2700.0,2500.0
Apartment,2.0,2.0,1.0,Okkalappa South,972.0,245.0
Apartment,2.0,1.0,1.0,Dawbon,625.0,110.0
Apartment,2.0,1.0,1.0,Thaketa,990.0,165.0
Apartment,2.0,2.0,3.0,Thingangkuun,1045.0,325.0
Condo,3.0,3.0,1.0,Yankin,1664.0,1330.0
Condo,3.0,3.0,1.0,Yankin,1750.0,1150.0
Condo,2.0,2.0,1.0,Yankin,798.0,625.0
House,4.0,4.0,2.0,Mayangone,4955.0,3600.0
Condo,3.0,3.0,1.0,Ahlon,1950.0,1200.0
House,4.0,5.0,3.0,Dagon Myothit (North),1200.0,1350.0
House,5.0,3.0,2.0,Yankin,5625.0,3830.0
Condo,3.0,3.0,1.0,Yankin,1298.0,830.0
Condo,3.0,2.0,6.0,Sanchaung,1800.0,570.0
Condo,3.0,2.0,6.0,Others,1160.0,450.0
House,4.0,6.0,2.5,Dagon Myothit (North),1200.0,1060.0
Condo,3.0,3.0,29.0,Kamaryut,1620.0,1880.0
House,7.0,6.0,2.0,Okkalappa South,3300.0,4300.0
Condo,3.0,3.0,1.0,Hlaing,2150.0,1550.0
House,2.0,1.0,1.5,Dagon Myothit (East),1200.0,369.0
House,4.0,3.0,2.0,Okkalappa North,5250.0,1400.0
House,3.0,3.0,2.0,Bahan,2800.0,3700.0
Apartment,2.0,1.0,6.0,Thanlyin,1026.0,85.0
Apartment,2.0,1.0,4.0,Tamwe,972.0,180.0
Apartment,2.0,1.0,3.0,Hlaing,750.0,150.0
Apartment,2.0,2.0,4.0,Thingangkuun,1820.0,360.0
Apartment,1.0,1.0,6.0,Thingangkuun,625.0,92.0
House,5.0,7.0,4.5,Okkalappa South,1500.0,3500.0
Condo,3.0,2.0,12.0,Yankin,1669.0,1840.0
Apartment,1.0,1.0,5.0,Hlaing,625.0,145.0
Condo,3.0,3.0,1.0,Thingangkuun,1750.0,650.0
Apartment,1.0,1.0,4.0,Kamaryut,625.0,178.0
Condo,3.0,2.0,1.0,Tamwe,1200.0,325.0
Apartment,4.0,2.0,1.0,Tamwe,1500.0,340.0
Condo,2.0,2.0,1.0,Okkalappa South,918.0,378.0
House,4.0,2.0,2.0,Dagon Myothit (North),1200.0,870.0
House,1.0,1.0,1.0,Dagon Myothit (North),1200.0,510.0
House,3.0,2.0,2.0,Dagon Myothit (North),1200.0,650.0
House,3.0,2.0,2.5,Dagon Myothit (North),1500.0,1580.0
House,7.0,3.0,3.0,Dagon Myothit (North),2700.0,2500.0
House,5.0,2.0,2.0,Dagon Myothit (North),2400.0,1650.0
House,4.0,2.0,3.5,Dagon Myothit (North),1200.0,1240.0
Apartment,1.0,1.0,3.0,Mayangone,625.0,135.0
Apartment,2.0,1.0,1.0,Thingangkuun,1081.0,240.0
Apartment,2.0,1.0,4.0,Okkalappa South,972.0,210.0
Condo,2.0,2.0,5.0,Mayangone,1265.0,430.0
Apartment,1.0,1.0,5.0,Thingangkuun,625.0,117.0
Condo,3.0,2.0,1.0,Yankin,1685.0,1150.0
Apartment,1.0,1.0,5.0,Thingangkuun,650.0,105.0
Apartment,1.0,1.0,3.0,Tamwe,750.0,120.0
Apartment,1.0,1.0,3.0,Thingangkuun,625.0,115.0
Apartment,1.0,1.0,6.0,Thingangkuun,625.0,97.0
House,3.0,2.0,2.0,Dagon Myothit (North),1200.0,450.0
House,6.0,4.0,2.0,Mayangone,6110.0,3700.0
Apartment,1.0,1.0,1.0,Thingangkuun,625.0,265.0
Apartment,2.0,1.0,4.0,Okkalappa South,972.0,299.0
House,4.0,5.0,4.5,Yankin,7000.0,15000.0
House,4.0,4.0,2.0,Dagon Myothit (North),10000.0,3200.0
House,7.0,6.0,2.5,Thingangkuun,1800.0,2500.0
Apartment,1.0,1.0,1.0,Hlaing,625.0,137.5
Apartment,2.0,1.0,2.0,Sanchaung,1040.0,330.0
House,1.0,1.0,1.0,Okkalappa South,2400.0,3000.0
Apartment,2.0,1.0,1.0,Okkalappa South,918.0,245.5
Condo,2.0,2.0,1.0,Mayangone,950.0,950.0
Condo,2.0,1.0,7.0,Thaketa,918.0,255.0
House,4.0,4.0,3.0,Dagon Myothit (North),1500.0,1750.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,200.0
Apartment,2.0,1.0,7.0,Tamwe,1250.0,185.0
Apartment,2.0,2.0,1.0,Dagon Myothit (South),838.0,170.0
Apartment,1.0,1.0,6.0,Dawbon,625.0,65.0
Apartment,2.0,2.0,4.0,Dagon Myothit (South),740.0,165.0
Condo,3.0,3.0,1.0,Hlaing,2300.0,1200.0
House,5.0,5.0,2.0,Hlaing,5400.0,2000.0
House,3.0,3.0,2.0,Mayangone,3850.0,1650.0
House,6.0,4.0,2.0,Hlaing,2400.0,2100.0
House,6.0,4.0,2.0,Hlaing,4181.0,2500.0
Apartment,1.0,1.0,3.0,Thingangkuun,625.0,133.9
Apartment,1.0,1.0,1.0,Thingangkuun,625.0,125.0
Apartment,2.0,1.0,5.0,Sanchaung,825.0,249.5
House,4.0,3.0,2.0,Dagon Myothit (North),3575.0,1300.0
House,4.0,4.0,2.0,Sanchaung,1250.0,1950.0
Condo,3.0,3.0,1.0,Mayangone,1160.0,890.0
House,5.0,8.0,3.0,Dagon Myothit (North),1200.0,1470.0
House,3.0,1.0,2.0,Okkalappa North,1200.0,420.0
House,4.0,1.0,3.0,Kyeemyindaing,1250.0,1700.0
Apartment,2.0,1.0,4.0,Okkalappa South,972.0,209.0
House,3.0,1.0,2.0,Yankin,720.0,310.0
Condo,3.0,4.0,1.0,Mayangone,2380.0,1000.0
Condo,3.0,3.0,1.0,Hlaing,2250.0,980.0
Condo,4.0,2.0,1.0,Yankin,1650.0,500.0
Apartment,2.0,1.0,3.0,Hlaing,972.0,150.0
Apartment,2.0,1.0,1.0,Tamwe,770.0,250.0
House,5.0,5.0,2.0,Yankin,5625.0,3830.0
House,5.0,3.0,2.0,Mayangone,4225.0,3000.0
House,3.0,3.0,2.0,Sanchaung,3600.0,5200.0
Condo,2.0,3.0,5.0,Okkalappa South,1512.0,485.0
Apartment,2.0,2.0,3.0,Bahan,1540.0,470.0
House,4.0,3.0,2.0,Thingangkuun,2400.0,1800.0
Condo,3.0,3.0,6.0,Hlaing,1170.0,420.0
Condo,2.0,2.0,6.0,Yankin,1260.0,472.5
Apartment,2.0,1.0,1.0,Ahlon,962.5,350.0
Condo,2.0,2.0,1.0,Dagon,1000.0,600.0
Condo,3.0,3.0,1.0,Thingangkuun,1500.0,850.0
Condo,3.0,3.0,1.0,Hlaing,1505.0,1000.0
House,4.0,6.0,3.0,Dagon Myothit (North),1320.0,1050.0
House,4.0,4.0,2.0,Mayangone,3600.0,4500.0
Apartment,3.0,2.0,1.0,Tamwe,687.5,370.0
Apartment,2.0,1.0,6.0,Thaketa,990.0,95.0
House,3.0,4.0,1.5,Mayangone,3000.0,3250.0
Apartment,2.0,1.0,2.0,Thaketa,972.0,169.0
House,2.0,2.0,2.0,Hlaing,6600.0,4950.0
Condo,4.0,4.0,1.0,Hlaing,4100.0,2500.0
Apartment,3.0,2.0,2.0,Kamaryut,1500.0,480.0
Apartment,1.0,1.0,6.0,Kamaryut,6250.0,100.0
House,4.0,5.0,2.0,Insein,13968.0,1730.0
House,3.0,3.0,2.5,Dagon Myothit (North),1200.0,1060.0
Apartment,2.0,1.0,6.0,Tamwe,1105.0,190.0
Condo,3.0,3.0,14.0,Hlaing,1500.0,1480.0
Apartment,1.0,1.0,6.0,Sanchaung,700.0,178.0
House,3.0,2.0,1.0,Dagon Myothit (North),2400.0,1700.0
House,3.0,4.0,2.0,Dagon Myothit (South),4896.0,900.0
House,6.0,6.0,2.0,Mayangone,6400.0,5000.0
House,3.0,3.0,2.0,Mayangone,2400.0,2150.0
House,3.0,3.0,2.0,Thaketa,2145.0,1300.0
House,4.0,3.0,2.0,Insein,13110.0,6500.0
House,5.0,4.0,2.0,Insein,11064.0,6000.0
House,7.0,7.0,3.0,Mayangone,5044.0,6580.0
House,6.0,5.0,2.0,Mayangone,5347.0,6000.0
House,6.0,6.0,3.5,Mayangone,7200.0,4500.0
House,2.0,2.0,2.0,Mayangone,5700.0,5000.0
Apartment,2.0,1.0,3.0,Thaketa,972.0,142.0
House,5.0,3.0,2.0,Mayangone,5625.0,6500.0
House,5.0,3.0,2.0,Mayangone,4680.0,4000.0
House,6.0,6.0,3.0,Mayangone,7620.0,5500.0
House,4.0,3.0,2.0,Mayangone,2400.0,3000.0
House,5.0,5.0,3.5,Mayangone,4200.0,3500.0
House,4.0,3.0,1.0,Mayangone,4725.0,3800.0
Condo,1.0,1.0,7.0,Thingangkuun,1188.0,360.0
Condo,2.0,2.0,10.0,Others,1000.0,395.0
House,2.0,1.0,2.0,Dagon Myothit (North),2400.0,1200.0
House,3.0,2.0,1.5,Dagon Myothit (North),2400.0,1250.0
Condo,3.0,2.0,1.0,Mayangone,1500.0,660.0
House,4.0,4.0,2.0,Kamaryut,3833.0,4983.0
Condo,3.0,2.0,10.0,Mayangone,1850.0,870.0
House,3.0,1.0,2.0,Dagon Myothit (North),1800.0,780.0
Condo,2.0,2.0,1.0,Tamwe,777.0,544.0
Condo,3.0,3.0,1.0,Hlaing,2150.0,1550.0
Condo,3.0,3.0,1.0,Mayangone,1160.0,890.0
Condo,2.0,2.0,1.0,Yankin,1807.0,780.0
Condo,2.0,2.0,1.0,Bahan,895.0,1280.0
Condo,3.0,3.0,1.0,Mayangone,1523.0,2000.0
Condo,4.0,4.0,1.0,Lanmadaw,1439.0,1150.0
Condo,2.0,2.0,1.0,Sanchaung,960.0,595.0
House,2.0,1.0,2.0,Dagon Myothit (North),2400.0,750.0
House,3.0,3.0,2.0,Okkalappa South,1200.0,1350.0
House,3.0,1.0,2.0,Dagon Myothit (North),1800.0,780.0
House,5.0,5.0,3.0,Bahan,3600.0,4500.0
Apartment,3.0,1.0,2.0,Thaketa,972.0,119.0
Apartment,3.0,1.0,5.0,Tamwe,1020.0,175.0
Apartment,2.0,1.0,4.0,Okkalappa South,972.0,299.0
Condo,2.0,2.0,1.0,Hlaing,2400.0,650.0
Condo,2.0,2.0,1.0,Mayangone,1800.0,650.0
Condo,3.0,2.0,2.0,Yankin,1664.0,1330.0
House,5.0,3.0,2.0,Thingangkuun,3604.0,3500.0
House,2.0,3.0,2.0,Yankin,3200.0,4500.0
Condo,3.0,3.0,1.0,Mayangone,1160.0,890.0
Condo,3.0,3.0,1.0,Bahan,1500.0,1400.0
Condo,3.0,3.0,1.0,Hlaing,2150.0,1550.0
House,2.0,1.0,2.0,Dagon Myothit (South),1200.0,200.0
House,5.0,3.0,3.0,Yankin,1540.0,1800.0
House,4.0,1.0,2.0,Thanlyin,1210.0,600.0
Apartment,2.0,2.0,1.0,Thingangkuun,1800.0,430.0
Apartment,2.0,1.0,4.0,Okkalappa South,918.0,242.0
Condo,2.0,1.0,5.0,Thanlyin,710.0,350.0
Condo,2.0,2.0,5.0,Okkalappa South,1026.0,375.0
Condo,2.0,2.0,8.0,Kamaryut,1300.0,520.0
House,2.0,1.0,1.0,Okkalappa South,1200.0,730.0
Apartment,1.0,1.0,2.0,Thaketa,972.0,165.0
Apartment,2.0,1.0,2.0,Thaketa,972.0,155.0
House,5.0,3.0,2.5,Dagon Myothit (North),1200.0,750.0
House,7.0,6.0,3.5,Dagon Myothit (North),2400.0,3700.0
House,3.0,1.0,2.0,Dagon Myothit (North),2400.0,1250.0
Apartment,1.0,1.0,4.0,Dawbon,687.5,73.0
Apartment,2.0,1.0,1.0,Okkalappa South,1026.0,275.0
House,3.0,2.0,2.0,Dagon Myothit (North),2700.0,1400.0
House,5.0,4.0,3.0,Dagon Myothit (North),1200.0,1570.0
House,4.0,2.0,2.5,Dagon Myothit (North),1200.0,1060.0
House,3.0,3.0,1.0,Dagon Myothit (North),2400.0,1700.0
House,2.0,2.0,2.0,Dagon Myothit (North),2400.0,2000.0
Condo,2.0,2.0,1.0,Bahan,895.0,1280.0
Condo,2.0,2.0,1.0,Thingangkuun,1053.0,530.0
House,2.0,2.0,2.0,Thanlyin,4000.0,1200.0
Apartment,1.0,1.0,5.0,Sanchaung,687.5,168.5
House,5.0,2.0,2.0,Thanlyin,3339.0,890.0
Apartment,1.0,1.0,8.0,Pazundaung,1260.0,165.0
Apartment,3.0,2.0,1.0,Okkalappa South,972.0,425.0
Apartment,2.0,1.0,1.0,Kamaryut,875.0,215.0
Condo,3.0,3.0,1.0,Hlaing,1364.0,890.0
Apartment,1.0,2.0,1.0,Okkalappa South,972.0,310.0
Apartment,1.0,1.0,4.0,Mayangone,750.0,120.0
House,4.0,4.0,2.0,Sanchaung,1250.0,1950.0
Apartment,1.0,1.0,1.0,Okkalappa North,1026.0,215.0
Apartment,1.0,1.0,1.0,Thaketa,972.0,142.0
Apartment,1.0,1.0,1.0,Dagon Myothit (North),972.0,320.0
Condo,3.0,3.0,1.0,Hlaing,1505.0,1000.0
Condo,2.0,2.0,1.0,Hlaing,2274.0,650.0
Apartment,2.0,2.0,1.0,Dagon Myothit (North),1836.0,450.0
House,2.0,2.0,2.0,Dagon Myothit (North),2400.0,1250.0
Apartment,2.0,2.0,2.0,Okkalappa South,990.0,210.0
Condo,3.0,2.0,8.0,Kyeemyindaing,1670.0,420.0
Apartment,4.0,1.0,5.0,Okkalappa South,1265.0,225.0
House,2.0,1.0,1.0,Dagon Myothit (North),1200.0,410.0
House,5.0,4.0,3.0,Dagon Myothit (North),1200.0,1570.0
House,6.0,5.0,2.5,Dagon Myothit (North),2400.0,3700.0
House,3.0,2.0,2.0,Dagon Myothit (North),1200.0,1300.0
Apartment,2.0,2.0,3.0,Okkalappa South,990.0,210.0
Apartment,2.0,2.0,7.0,Hlaing,1300.0,170.0
Apartment,1.0,1.0,4.0,Tamwe,625.0,105.0
Apartment,2.0,1.0,7.0,Sanchaung,900.0,165.0
Apartment,2.0,2.0,3.0,Okkalappa South,2400.0,295.0
Apartment,2.0,1.0,5.0,Okkalappa South,972.0,215.0
Apartment,2.0,1.0,2.0,Thaketa,972.0,155.0
House,4.0,3.0,2.0,Yankin,2150.0,3800.0
House,5.0,5.0,2.0,Dagon Myothit (North),2400.0,2300.0
House,6.0,5.0,2.5,Dagon Myothit (North),2400.0,1350.0
House,5.0,4.0,2.5,Dagon Myothit (North),2400.0,1585.0
Apartment,3.0,1.0,3.0,Dagon Myothit (South),1000.0,165.0
Condo,2.0,3.0,1.0,Bahan,980.0,550.0
House,5.0,6.0,2.0,Okkalappa South,2400.0,3500.0
House,3.0,2.0,2.0,Thanlyin,1277.0,920.0
House,3.0,1.0,2.0,Thanlyin,3240.0,380.0
Apartment,3.0,2.0,2.0,Tamwe,1540.0,250.0
House,3.0,1.0,2.0,Dagon Myothit (North),1800.0,780.0
House,5.0,7.0,2.0,Bahan,16000.0,20000.0
Apartment,2.0,2.0,1.0,Yankin,1050.0,240.0
House,4.0,5.0,2.0,Dagon Myothit (South),6400.0,1500.0
Apartment,3.0,2.0,0.5,Okkalappa South,972.0,435.0
House,5.0,2.0,2.0,Thingangkuun,3600.0,3000.0
House,2.0,1.0,2.0,Dagon Myothit (South),3600.0,1500.0
Condo,4.0,3.0,1.0,Kamaryut,2000.0,2300.0
House,5.0,6.0,2.0,Kamaryut,7239.0,11000.0
House,5.0,3.0,4.0,Thingangkuun,2700.0,4500.0
House,5.0,3.0,3.5,Bahan,5600.0,4600.0
Apartment,1.0,1.0,3.0,Okkalappa South,918.0,225.0
House,3.0,3.0,2.0,Sanchaung,2400.0,3500.0
House,5.0,2.0,1.5,Sanchaung,2275.0,4300.0
House,1.0,1.0,1.0,Thanlyin,2400.0,450.0
Condo,2.0,2.0,1.0,Mayangone,1150.0,550.0
House,4.0,2.0,2.0,Thingangkuun,2450.0,2590.0
Apartment,2.0,1.0,6.0,Thaketa,972.0,125.0
House,4.0,5.0,2.5,Thingangkuun,2450.0,2590.0
Condo,4.0,4.0,4.0,Ahlon,1800.0,820.0
Condo,3.0,3.0,1.0,Mayangone,1490.0,1900.0
Apartment,1.0,1.0,1.0,Thingangkuun,600.0,160.0
Apartment,2.0,1.0,4.0,Okkalappa South,918.0,252.0
House,3.0,3.0,2.0,Sanchaung,1625.0,2500.0
Apartment,2.0,1.0,4.0,Tamwe,742.5,149.0
Condo,3.0,2.0,5.0,Bahan,1600.0,750.0
Condo,2.0,2.0,1.0,Lanmadaw,613.0,550.0
Condo,2.0,2.0,6.0,Dagon,1700.0,670.0
Condo,4.0,3.0,15.0,Kamaryut,2000.0,2300.0
Condo,2.0,2.0,7.0,Thingangkuun,1530.0,400.0
House,4.0,3.0,3.0,Thingangkuun,1988.0,3700.0
Condo,3.0,3.0,20.0,Mayangone,1490.0,1900.0
House,4.0,3.0,2.0,Thingangkuun,3000.0,2250.0
Condo,3.0,3.0,1.0,Sanchaung,1056.0,830.0
House,5.0,3.0,2.0,Dagon Myothit (North),2400.0,1350.0
Apartment,2.0,2.0,1.0,Kamaryut,875.0,320.0
Condo,2.0,2.0,1.0,Yankin,961.0,1550.0
House,4.0,3.0,1.0,Dagon Myothit (South),5700.0,2500.0
House,5.0,5.0,3.0,Dagon Myothit (North),2400.0,2610.0
Apartment,1.0,1.0,0.5,Okkalappa South,756.0,305.0
House,2.0,2.0,1.0,Yankin,2400.0,550.0
Apartment,2.0,1.0,1.0,Okkalappa South,990.0,390.0
Condo,3.0,2.0,5.0,Thanlyin,958.0,450.0
Apartment,2.0,4.0,1.0,Dagon Myothit (North),1836.0,1000.0
Apartment,2.0,1.0,5.0,Okkalappa South,918.0,215.0
House,3.0,3.0,2.5,Dagon Myothit (North),1320.0,830.0
House,5.0,6.0,2.0,Thingangkuun,5904.0,5500.0
Apartment,1.0,1.0,6.0,Thingangkuun,675.0,99.8
Apartment,3.0,1.0,5.0,Thingangkuun,1125.0,220.0
House,3.0,2.0,1.0,Dagon Myothit (North),2400.0,1700.0
House,2.0,2.0,2.0,Dagon Myothit (North),2400.0,1780.0
Apartment,1.0,1.0,5.0,Thingangkuun,1250.0,235.0
House,2.0,2.0,2.0,Dagon Myothit (North),2400.0,1800.0
House,2.0,1.0,2.0,Dagon Myothit (North),2400.0,750.0
Apartment,2.0,2.0,4.0,Okkalappa South,972.0,189.0
Apartment,2.0,1.0,3.0,Tamwe,1050.0,330.0
House,5.0,3.0,2.0,Yankin,2400.0,4000.0
Condo,3.0,3.0,1.0,Hlaing,1480.0,630.0
Apartment,2.0,2.0,3.0,Okkalappa South,918.0,295.0
Apartment,1.0,1.0,4.0,Thingangkuun,600.0,125.0
Condo,2.0,2.0,4.0,Okkalappa South,972.0,300.0
Condo,4.0,1.0,1.0,Thingangkuun,1836.0,388.0
Condo,2.0,2.0,10.0,Hlaing,983.0,540.0
House,10.0,9.0,2.0,Hlaing,6600.0,4950.0
Condo,2.0,2.0,5.0,Okkalappa South,918.0,355.0
Apartment,1.0,1.0,4.0,Ahlon,825.0,205.0
Condo,3.0,3.0,1.0,Kamaryut,2000.0,750.0
Condo,2.0,2.0,1.0,Bahan,1200.0,1800.0
Condo,3.0,3.0,1.0,Mayangone,1900.0,1800.0
House,4.0,4.0,2.0,Mayangone,7700.0,4500.0
Apartment,3.0,3.0,1.0,Okkalappa South,1045.0,480.0
Condo,3.0,2.0,9.0,Pazundaung,1200.0,350.0
Condo,3.0,2.0,3.0,Mayangone,1100.0,400.0
Condo,3.0,3.0,1.0,Yankin,1807.0,780.0
Condo,2.0,2.0,1.0,Yankin,1771.0,1500.0
House,3.0,1.0,2.0,Dagon Myothit (South),1200.0,380.0
House,4.0,2.0,2.0,Dagon Myothit (North),2400.0,3300.0
House,6.0,7.0,3.0,Dagon Myothit (North),5940.0,3800.0
Condo,2.0,2.0,4.0,Okkalappa South,918.0,428.0
Apartment,2.0,2.0,4.0,Okkalappa South,990.0,250.0
